Scientific Name,Common Name,Plant Type,URL,Soil PH,Sun/Shade Conditions,Image,Summary,Soil Moisture
Hexastylis virginica,Virginia Heartleaf,perennial ,https://mtcubacenter.org/plants/virginia-heartleaf/,acidic ,shade ,https://mtcubacenter.org/wp-content/uploads/2016/06/Hexastylis_virginica_2.jpg,"Hexastylis virginica, with its 2-3” diameter heart-shaped, evergreen leaves varying from green to mottled, makes a great choice for the woodland garden for virtually any season of the year. Virginia heartleaf often grows as an attractive clumping plant, blooming in April and producing its diminutive, half-inch wide blossoms at the base of the plant at ground level beneath the foliage. The glossy, dark green leaves are held 6-8” tall and, when broken, produces the pungent aroma of ginger. Virginia Heartleaf excels in acidic, well-drained soil in part to deep shade along with Trillium catesbaei, Gaylussacia brachycera, Dryopteris intermedia, Iris cristata, and Anemone americana.",average 
Actaea pachypoda,White Baneberry,perennial ,https://mtcubacenter.org/plants/white-baneberry/,"acidic, adaptable ","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Actaea_pachypoda_4-960x683.jpg,"White baneberry provides a long season of interest with its white bottlebrush-shaped inflorescences, deeply cut compound leaves, and its clusters of white berries with brightly colored magenta pedicels in summer. White baneberry thrives in slightly acidic, moist, highly organic soil in filtered to part shade but it tolerates drier soils. Throughout the summer, this unusual native woodland plant adds interesting texture and character to the garden, particularly in shady spots. Actaea pachypoda is an excellent complement to Actaea racemosa, Phegopteris hexagonoptera, Trillium erectum, Thalictrum thalictroides, Lilium canadense, Caulophyllum thalictroides, and Carex plantaginea.","average, moist "
Quercus alba,White Oak,tree ,https://mtcubacenter.org/plants/white-oak/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Quercus_alba_1.jpg,"White oak is the national tree of the U.S. and a perfect candidate to serve as a backbone in the garden. With wide-spreading branches and the potential to reach 80’ tall, white oak is indeed a majestic species. The fall color of Quercus alba adorns this tree in enchanting shades of purple to wine-red. Additionally, it supports more species of wildlife than any other plant found in our forests. It prefers well-drained, neutral to acidic soils while still tolerating thin and dry conditions. White oak prefers full sun, eventually becoming an excellent shade tree and home to such companions as Cornus florida, Hydrangea quercifolia, Rhododendron maximum and Viburnum prunifolium.","average, dry, moist "
Sarracenia leucophylla,White Trumpet,perennial ,https://mtcubacenter.org/plants/white-trumpet/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sarracenia_leucophylla_1.jpg,"White trumpet is one of the best pitcher plants for the bog garden. Like all Sarracenia species, it is carnivorous, gaining essential nutrients from insects that become trapped in its tall trumpet-shaped foliage. This species has bright crimson flowers in spring and white mottling on the crown of each pitcher, making it attractive even when not in bloom. It requires acidic and consistently moist soils and full sun exposure. White trumpet is a challenging plant to grow for the average gardener, but is well worth the trouble. Sarracenia leucophylla grows well with other bog plants like Calopogon tuberosus, Helonias bullata, Pogonia ophioglossoides, and Lysimachia terrestris.","average, moist "
Baptisia alba var. alba,White Wild Indigo,perennial ,https://mtcubacenter.org/plants/white-wild-indigo/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Baptisia_alba_2.jpg,"White wild indigo is an elegant, long-lived perennial that is very drought tolerant. It forms 3-4? tall multi-stemmed clumps and is a striking specimen for the flower border or naturalized in the meadow. The white terminal flower spikes of white wild indigo contrast beautifully with its strongly ascending smoky purple stems in early summer. It prefers full sun to partial shade and deep loamy, well-drained, alkaline soils, though it is tolerant of a lower pH range. White wild indigo combines well in the garden with Asclepias tuberosa, Schizachyrium scoparium, Andropogon virginicus, Packera anonyma, Phlox pilosa, and Penstemon digitalis.","average, dry "
Eurybia divaricata,White Wood Aster,perennial ,https://mtcubacenter.org/plants/white-wood-aster/,adaptable ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Eurybia_divaricata_1.jpg,"The delicate, airy clouds of white wood aster are a must-have for every fall garden. This lovely aster is among the first to bloom in late summer.  Small, white, daisy-like flowers with yellow centers that fade to red are borne atop dark green to black stems. This perennial groundcover grows 1½-2½’ tall in filtered shade to full shade in neutral to slightly acidic soils. Eurybia divaricata is a vigorous grower and is a favorite for attracting wildlife. It is a good candidate for use on the woodland edge or in the naturalistic garden. White wood aster is especially attractive poking through other plants such as Polygonatum biflorum, Osmundastrum cinnamomeum, Solidago caesia, Tiarella cordifolia, and Asarum canadense.","average, dry, moist "
Clematis glaucophylla,White-Leaf Leather-Flower,vine ,https://mtcubacenter.org/plants/white-leaf-leather-flower/,adaptable ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Clematis_glaucophylla_1.jpg,"Clematis glaucophylla is a unique choice for its ornamental blue-green foliage and striking pink flowers.  This perennial vine is vigorous, has tendril-like terminal leaves and grows 12-15’ tall.  The solitary, 1” purple-pink flowers are borne on 6” stems and as they mature, the tips recurve to reveal a pastel yellow throat.  Blooming from spring to fall, feathery seed heads mingle with new blooms to add ornamental interest.  White-leaf leather-flower grows best in a rich, moist, acid to neutral soil in part shade but will grow in full sun with adequate moisture.  Prune anytime from fall to early spring as this vine will bloom on new growth.  Use as a vertical accent or weave through sturdy shrubs such as Ilex glabra, Hamamelis virginiana and Rhododendron calendulaceum.","average, dry, moist "
Asclepias verticillata,Whorled Milkweed,perennial ,https://mtcubacenter.org/plants/whorled-milkweed/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Asclepias_verticillata_1.jpg,"Whorled milkweed is an attractive 1-2’ tall perennial with clusters of 10-20 small, greenish-white flowers in the axils of the upper leaves.  It is distinguished from other milkweeds by its smooth, needle-like, whorled leaves arranged on a generally unbranched stem.  It prefers full sun and handles dry, infertile soil well.  It will grow in richer soils under more moist conditions but spreads quickly by rhizomes, so is best used where colonies are desired.  The seedpods are ornamental when they open to release seeds attached to numerous silky white hairs. Some companions for this early to mid-summer bloomer include Echinacea pallida, Rudbeckia fulgida, Euthamia caroliniana, and Andropogon virginicus.","average, moist "
Dicentra eximia,Wild Bleeding Heart,perennial ,https://mtcubacenter.org/plants/wild-bleeding-heart/,adaptable ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Dicentra_eximia_1.jpg,"This long-blooming perennial adds a delicate texture to the garden with intricately cut blue-green leaves. The heart-shaped flowers appear in early spring and continue sporadically throughout the growing season. Pendulous pink but occasionally white flowers are held on 10-16” tall stems. Tolerant of some sun, wild bleeding heart thrives in filtered shade. It requires extra moisture after transplanting but once established does well under dry conditions. Wild bleeding heart is useful in a mixed border or naturalistic garden. It looks especially showy planted with the colorful leaves of Heuchera americana and contrasted with the bold round leaves of Asarum canadense.","average, dry, moist "
Geranium maculatum,Wild Geranium,perennial ,https://mtcubacenter.org/plants/wild-geranium/,adaptable ,"partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Geranium_maculatum_1.jpg,"Wild geranium is a beautiful, easily grown perennial wildflower for use in the naturalistic woodland garden. The 1¼” wide pink to magenta flowers are delicately colored and veined. They rise on a sturdy stem above attractively textured palmate leaves. This reliable, clump-forming perennial grows from 12-24” tall and 18” wide. It is easily established in moist, well-drained soils and spreads moderately by seed. To perform best wild geranium prefers partial shade to shade. In the shady border or woodland garden, it naturalizes well with Rhododendron calendulaceum, Phlox divaricata, Thalictrum dioicum, Osmunda claytonia, Diphylleia cymosa, Trillium spp., and Dryopteris intermedia.","average, moist "
Asarum canadense,Wild Ginger,perennial ,https://mtcubacenter.org/plants/wild-ginger/,adaptable ,"partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Asarum_canadense_1.jpg,"This deciduous perennial groundcover has unique velvety green, heart-shaped leaves and is a great addition to the spring woodland garden. Asarum canadense requires partial shade to full shade. It prefers moist, well-drained, acid soils, but is tolerant of some drought. Asarum canadense grows slowly but naturalizes nicely in the garden, becoming virtually maintenance free. Wild ginger’s distinctive bell-shaped maroon to brown flowers are hidden underneath the 6” tall foliage at the base of the plant. Wild ginger makes a good companion with Fothergilla gardenii, Uvularia sessilifolia, Jeffersonia diphylla, Maianthemum stellatum, Polystichum acrostichoides, Pachysandra procumbens and other woodland wildflowers.","average, dry, moist "
Hydrangea arborescens,Wild Hydrangea,shrub ,https://mtcubacenter.org/plants/wild-hydrangea/,"acidic, adaptable ","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Hydrangea_arborescens_1.jpg,"Wild hydrangea is an excellent multi-stemmed shrub that thrives in shade to part-sun conditions. This 3-5’ tall deciduous shrub produces oval-rounded clusters of creamy white flowers that are 4-8” wide on the ends of its branches in mid-summer. After the flowers of Hydrangea arborescens fade, they make excellent dried flowers. Wild hydrangea can be used for massing or as an accent specimen in the garden. It can be maintained as a shrub that is cut back yearly to limit its size. Wild hydrangea performs best in soils that are evenly moist and slightly acidic. It is a good garden companion for Pachysandra procumbens, Hydrangea quercifolia, Kalmia latifolia, Rhododendron canescens, Polystichum acrostichoides and Spigelia marilandica.","average, moist "
